This CSV file was written with from https://rockphysics.herokuapp.com/
Contact Jacob Anderson with questions/comments. jacob.anderson10@gmail.com
Calculation Method,Bulk Modulus Quartz (K0 GPa),Bulk Modulus Plag Feldspar (K0 GPa),Bulk Modulus Dolomite (K0 GPa),Bulk Modulus Clay (K0 GPa),Fraction Quartz,Fraction Plag Feldspar,Fraction Dolomite,Fraction Clay,Bulk Modulus of Pore Fluid (Kfl GPa),Bulk Modulus of Gas (Kgas GPa),Density of Pore Fluid (g/cc),Density of Gas (g/cc),Porosity,Density of Rock (g/cc),Grain Density (g/cc),Primary Velocity of Rock (Km/s),Shear Velocity of Rock (km/s),SP Cutoff,Wavelet Type,Sampling Interval (time),Frequency (Hz)
Castagna_1,37.0,75.6,94.6,25.0,0.75,0.1,0.1,0.05,3.1,0.25,1.0,0.25,20.0,2.3,2.12,3.5,1.8000000000000003,50.0,Ricker,0.02,30.0
Depth,SP,Sonic,Vp 0% Sw (m/s),Vp 20% Sw (m/s),Vp 40% Sw (m/),Vp 50% Sw (m/s),Vp 60% Sw (m/s),Vp 80% Sw (m/s),Vp 100% Sw (m/s),Vs 0% Sw (m/s),Vs 20% Sw (m/s),Vs 40% Sw (m/s),Vs 50% Sw (m/s),Vs 60% Sw (m/s),Vs 80% Sw (m/s),Vs 100% Sw (m/s),Ksat 0% Sw (GPa),Ksat 20% Sw (GPa),Ksat 40% Sw (GPa),Ksat 50% Sw (GPa),Ksat 60% Sw (GPa),Ksat 80% Sw (GPa),Ksat 100% Sw (GPa),Seismic Time 0% Sw (s),Amplitude 0% Sw,Seismic Time 50% Sw (s),Amplitude 50% Sw,Seismic Time 100% Sw,Amplitude 100% Sw
10880.0,-21.65583014,81.75741479,3712.327058155523,3668.8889727488654,3630.4229731303026,3613.973439866077,3600.478514513532,3592.2757236758544,3721.90551658225,2050.4322677221967,2023.27302530426,1997.165182793277,1978.2342798795917,1972.0426081040087,1947.8448498783773,1924.5165251063174,18.14999970033576,18.24585499696824,18.396485501198978,18.509458982847637,18.667622726168055,19.300287838112254,23.635879621047515,10.193333333333333,0.003264258447042399,10.133333333333335,0.027570533268000356,7.953333333333333,-0.0023469301537526487
10880.5,-22.02435839,79.20053121,3934.3532739442844,3886.6431919726847,3843.317023219521,3823.99924626338,3807.093997414076,3788.2696720502604,3879.751813064928,2154.9212371960325,2126.3779738101207,2098.939689127454,2079.044077177631,2072.536881005883,2047.106017517339,2022.5888933621663,20.618372024900662,20.69636009387868,20.81903143985268,20.91113026393757,21.040206098336405,21.55811909209774,25.43883207257733,10.213333333333333,-0.011458600673255721,10.153333333333334,-0.009991037205837295,7.9733333333333345,0.0014551142470573563
10881.0,-22.51386403,75.36520584,4287.19155971605,4233.099533717712,4182.663573942619,4159.232938510562,4137.51379410727,4104.0612625030435,4142.888348846587,2326.321528683653,2295.5079625229077,2265.8872639722294,2244.4091748401033,2237.384402758222,2209.9307936864625,2183.4636018656597,24.784780772476722,24.83677549992488,24.918693810061818,24.98030347893669,25.066804261168603,25.41571967183163,28.623020796902313,10.233333333333334,0.010337584744830163,10.173333333333334,0.008739936304255742,7.993333333333334,-0.0008471378711631922
10881.5,-23.03732188,75.36520584,4287.19155971605,4233.099533717712,4182.663573942619,4159.232938510562,4137.51379410727,4104.0612625030435,4142.888348846587,2326.321528683653,2295.5079625229077,2265.8872639722294,2244.4091748401033,2237.384402758222,2209.9307936864625,2183.4636018656597,24.784780772476722,24.83677549992488,24.918693810061818,24.98030347893669,25.066804261168603,25.41571967183163,28.623020796902313,10.253333333333334,-0.027972248448360316,10.193333333333333,-0.02482057652600581,8.013333333333334,0.0016538516129183923
10882.0,-23.53122313,75.36520584,4287.19155971605,4233.099533717712,4182.663573942619,4159.232938510562,4137.51379410727,4104.0612625030435,4142.888348846587,2326.321528683653,2295.5079625229077,2265.8872639722294,2244.4091748401033,2237.384402758222,2209.9307936864625,2183.4636018656597,24.784780772476722,24.83677549992488,24.918693810061818,24.98030347893669,25.066804261168603,25.41571967183163,28.623020796902313,10.273333333333333,0.0426779376505538,10.213333333333333,0.04017278770347304,8.033333333333333,-0.0005598882141452218
10882.5,-23.97818622,73.89679378,4429.499807614544,4372.963620289632,4319.856862039072,4294.910864388184,4271.446327995145,4232.8342840025525,4253.246148959822,2397.1275037178925,2365.3760686643946,2334.8538083922535,2312.72199318481,2305.483408940458,2277.1941975950795,2249.921426966626,26.54862817488007,26.591196683099565,26.658310145425094,26.7088226228249,26.779796962584616,27.066727750056323,30.027886678539254,10.293333333333333,0.002281816593202523,10.233333333333334,-0.01627670535909844,8.053333333333335,-0.0067755374837242515
10883.0,-24.39307092,72.65680137,4553.151301595275,4494.548274363011,4439.207406110645,4413.008073359737,4388.113983764097,4345.351393543321,4351.109996967331,2459.366146821065,2426.790322480287,2395.4755870223944,2372.7691448308688,2365.3426191187987,2336.318911120295,2308.3380345463097,28.11972838236232,28.154692095898007,28.209849744430905,28.251391147002273,28.309800144191133,28.546407425464178,31.309388113562544,10.313333333333334,-0.05132360469997723,10.253333333333334,0.008590309295178818,8.073333333333334,-0.0028059006425502505
10883.5,-24.81261377,71.41680895,4680.211112150148,4619.537516015915,4561.982138130888,4534.554507125571,4508.273499239198,4461.56187165178,4453.593634317729,2523.9754629745416,2490.5438483170133,2458.4064522536323,2435.1034955072614,2427.4818696275024,2397.6956879613645,2368.979733650721,29.77117651294733,29.798950917498196,29.84279527939839,29.875839122495254,29.92233353787712,30.111076135474498,32.688268581791995,10.333333333333334,0.040014332931505844,10.273333333333333,0.005009752479731509,8.093333333333334,0.02215165359106171
10884.0,-25.28809389,70.17681654,4810.901847425195,4748.153145786557,4688.403461982824,4659.7738538967615,4632.15107236254,4581.706396743725,4561.056277747193,2591.087223501463,2556.766672105113,2523.774752192271,2499.852176723106,2492.027894067015,2461.4497066463387,2431.970203609779,31.508754340555466,31.529855235135653,31.56318755287227,31.58832723623406,31.62372685786876,31.767752745281587,34.17569938355882,10.353333333333333,0.029520369573903745,10.293333333333333,0.022407748110253013,8.113333333333333,-0.004442174499731718
10884.5,-25.87059671,68.93682413,4945.460637979526,4880.631714519552,4818.709007721891,4788.905439877119,4759.989166652969,4706.044814335718,4673.899334333192,2660.842790992581,2625.5982840004694,2591.718177045807,2567.1515735359935,2559.116650623589,2527.7152570996864,2497.4421260273666,33.338779945610305,33.353840625928385,33.37764851177774,33.39561858884418,33.42094277917224,33.52422047376235,35.78460981023929,10.373333333333333,-0.03530570142071215,10.313333333333334,-0.002628748362512403,8.133333333333333,-0.0002505095834188921
10885.0,-26.57849177,67.69683172,5084.140634061431,5017.226043992712,4953.153205199452,4922.205851615578,4892.048211862821,4834.858250000804,4792.573414469147,2733.3939765498767,2697.188484273209,2662.3845940966703,2637.1481516111057,2628.894146539797,2596.636554996221,2565.53798938216,35.26816870307447,35.27796017458691,35.2934502296997,35.30515156838249,35.321655509380676,35.38913138422219,37.5300457193973,10.393333333333334,0.016149038682430752,10.333333333333334,0.023059316328202278,8.153333333333334,0.00228779077076517
10885.5,-27.38332624,66.45683931,5227.212657573655,5158.206908932282,5092.009031539802,5059.950742790659,5028.608505474229,4968.451508072002,4917.586904513291,2808.9039904853908,2771.6983214139364,2735.9329737033627,2709.9993744448934,2701.5173524673855,2668.3686448944777,2636.41098134465,37.30450259366241,37.3099573968297,37.31859376865835,37.3251233829549,37.334341185002984,37.372128336451205,39.429619566440394,10.413333333333334,-0.03507170015393882,10.353333333333333,0.002128967424688699,8.173333333333334,-0.007925843484345253
10886.0,-28.23352763,65.2168469,5374.967023836141,5303.864896701525,5235.569950975541,5202.436845876893,5169.972338616668,5107.155797656873,5049.51653119015,2887.5484943429915,2849.301130220825,2812.53441399231,2785.874718343992,2777.155214269413,2743.078399623632,2710.2259761949194,39.45610905700349,39.4583494115548,39.46189947578568,39.4645859814898,39.46838208768747,39.48398777092878,41.504080199092414,10.433333333333334,-0.027094054719879464,10.373333333333333,0.005099152606325359,8.193333333333333,0.004091567345696234
10886.5,-29.08319281,63.94422311,5531.8057034218255,5458.547274654503,5388.132991961094,5353.9384879570025,5320.393929648993,5255.203354680549,5192.800601951475,2971.7205392149594,2932.35826434569,2894.519798259382,2867.0829724251016,2858.1092947878396,2823.0391409212366,2789.2290692783336,41.79381706466225,41.794159466126416,41.79470253435103,41.795113907752274,41.795695788901625,41.79809528460395,43.84083266809211,10.453333333333333,-0.004538079122597775,10.393333333333334,-0.01836954557959553,8.213333333333333,0.0010210990806821844
10887.0,-29.89711642,65.6476317,5323.0860176115,5252.712751857745,5185.142965966296,5152.378936527176,5120.2968618833165,5058.367404785225,5002.859742051917,2859.8598295478523,2821.979218900667,2785.5650582338208,2759.161002058846,2750.525109194944,2716.775056679691,2684.237654710118,38.6950005427802,38.698217253848114,38.70331292717488,38.707167828000394,38.7126130849512,38.73497596821432,40.762122344836136,10.473333333333334,0.015956849830453385,10.413333333333334,0.014856200978189875,8.233333333333334,-7.837237686390883e-05
10887.5,-30.65594639,67.39707835,5118.313383882017,5050.893779841206,4986.304841278692,4955.085808083743,4924.636408434345,4866.702651213531,4822.192274315199,2751.3699958592565,2714.9264000988414,2679.8936239998116,2654.491215399844,2646.182928305594,2613.713196436315,2582.4101127685926,35.75032372011012,35.75897469536487,35.7726630819937,35.78300552799173,35.797595924486,35.857285862329775,37.974388244877574,10.493333333333334,-0.01174032892316181,10.433333333333334,-0.009095942238353343,8.253333333333334,-0.0181944818724053
10888.0,-31.3888876,69.14652501,4922.422373362609,4857.945622770253,4796.388848814274,4766.781760023958,4738.080687709025,4684.71094333782,4654.419258225409,2648.8539837546855,2613.7682759227323,2580.040820628985,2555.5849054600853,2547.5861850404763,2516.3262749800965,2486.1895438236756,33.02251210368423,33.038544151578186,33.06388442966091,33.083008599373045,33.109955463109884,33.21980570699859,35.50336895833941,10.513333333333334,0.028975976883931186,10.453333333333333,0.08612692775076958,8.273333333333333,-2.3286589178561205e-05
10888.5,-32.1813843,70.8499336,4739.493261391507,4677.87161270909,4619.310524832028,4591.330039441418,4564.4298505328115,4515.98384516072,4502.080347506355,2554.3375013527752,2520.5037227351895,2487.979731450513,2464.396452934997,2456.6831430825287,2426.5386500127524,2397.4772585456717,30.554473342382888,30.579126231357424,30.618054946469297,30.647403719034088,30.688713055425254,30.856576211172687,33.354059105235685,10.533333333333333,0.04795681720462383,10.473333333333334,-0.19557177987539906,8.293333333333333,-0.002496036613654556
10889.0,-33.09727604,71.3811421,4683.918451998183,4623.185234719924,4565.566454125403,4538.103874964292,4511.783628548467,4464.961531410835,4456.613299657582,2525.8702414999543,2492.413529330009,2460.2520073395667,2436.9315567852445,2429.304209259908,2399.4956667514393,2370.7581550309233,29.819923772621983,29.847498497524377,29.891028478453066,29.923836056909956,29.969999014401832,30.157407821758017,32.72947896295164,10.553333333333335,-0.0860214530796151,10.493333333333334,0.04977953803380412,8.313333333333334,0.0032724842810971056
10889.5,-34.04395872,71.9123506,4629.011034932522,4569.165409975256,4512.492643011771,4485.552803350786,4459.82079158402,4414.6622895549135,4412.061495276937,2497.8628404164706,2464.7771035806036,2432.9721955725595,2409.9103272689763,2402.367553439404,2372.8895345627643,2344.4706706507036,29.101206260771104,29.13179784184974,29.18007669875176,29.216452407587024,29.26762002548931,29.475154543993874,32.124861881231965,10.573333333333334,0.06375268154305995,10.513333333333334,-0.23396933127161906,8.333333333333334,0.007278776293743858
10890.0,-34.73746854,71.9123506,4629.011034932522,4569.165409975256,4512.492643011771,4485.552803350786,4459.82079158402,4414.6622895549135,4412.061495276937,2497.8628404164706,2464.7771035806036,2432.9721955725595,2409.9103272689763,2402.367553439404,2372.8895345627643,2344.4706706507036,29.101206260771104,29.13179784184974,29.18007669875176,29.216452407587024,29.26762002548931,29.475154543993874,32.124861881231965,10.593333333333334,-0.3574570418946509,10.533333333333333,-0.0022147098274158993,8.353333333333333,0.003059814752131633
10890.5,-34.85978332,75.43160691,4280.857113756439,4226.875553814193,4176.561015228476,4153.1996868782335,4131.560776614873,4098.347573064746,4138.0325068471275,2323.1910951358964,2292.4189935018926,2262.838154285923,2241.3889673196973,2234.3736481796905,2206.9569822809976,2180.52540625284,24.70737561607058,24.759805521169636,24.842406959612156,24.904528385657102,24.99174476309457,25.34351204195298,28.562168098506724,10.613333333333333,-0.0056494406648459105,10.553333333333335,0.0059663908514557525,8.373333333333333,0.001284990386555073
10891.0,-34.29809523,77.95484728,4046.16863981411,3996.384298386887,3950.7266995117484,3930.0485925880753,3911.540132528924,3887.789210584637,3961.518171197474,2208.561509064128,2179.307747131172,2151.1864690172065,2130.7956157492554,2124.126442533647,2098.062554316487,2072.9351502204945,21.906565008843593,21.975957349310548,22.085162942523805,22.16719613765925,22.282228839736476,22.744544106622183,26.403893608389854,10.633333333333335,0.028859969950592822,10.573333333333334,-0.007664959986936984,8.393333333333334,0.0022303057680578813
10891.5,-33.24360062,80.47808765,3822.215939694323,3776.6372215937104,3735.726257094813,3717.828578626192,3702.6070652805647,3689.004939191325,3799.2745312976817,2101.800642594922,2073.960994309527,2047.1990860864823,2027.79391746168,2021.4471290690476,1996.6431574438416,1972.7304007200864,19.35672782504167,19.443619058052924,19.580227377008647,19.68273574992889,19.826322605688567,20.401548119801067,24.509850214952735,10.653333333333334,-0.09554252102202934,10.593333333333334,0.03729182851557038,8.413333333333334,0.0031235880646209063
10892.0,-32.04976098,83.00132802,3607.6281600984594,3566.2798675559216,3530.21873523594,3515.2032938487837,3503.4268656644126,3500.636480231249,3649.5822424249545,2002.1531029801367,1975.6333479325494,1950.140236690426,1931.6550779229258,1925.6091943044974,1901.9811927951225,1879.202153192125,17.02775122880053,17.132336312307025,17.296613244141316,17.419763985684206,17.592093065933966,18.280454724737492,22.835545250857553,10.673333333333334,0.25203067986685,10.613333333333333,-0.0902654195303812,8.433333333333334,-0.019813927606726362
10892.5,-30.97932343,85.19256308,3427.895076718386,3390.256160371515,3358.5055912516664,3346.0829005067153,3337.432846402754,3344.5704465230588,3528.6458157799243,1920.8708127690268,1895.427691882382,1870.9695356910397,1853.234827045112,1847.434390823351,1824.7656256845287,1802.911356772137,15.16438728764822,15.284303728226474,15.472525696266866,15.613517490770436,15.810654959325266,16.5962883696485,21.532378984189073,10.693333333333333,-0.02652537543170606,10.633333333333335,0.035222275092094656,8.453333333333333,0.0003662069764562314
10893.0,-30.06108466,84.43116423,3489.703852615714,3450.7712643500313,3417.5114034542116,3404.177785735902,3394.4266577094136,3398.056991529609,3569.771307663428,1948.588120866959,1922.777867107088,1897.9667906432544,1879.9761780706815,1874.0920441443207,1851.0961788468749,1828.9265625927083,15.796126045533196,15.910727719249603,16.090651843250477,16.225463392887633,16.414010435203803,17.165999473740687,21.970661256384055,10.713333333333333,-0.3662655737375137,10.653333333333334,0.05940556060044117,8.473333333333334,-0.005239513091120741
10893.5,-29.15233627,83.75830013,3544.887466610832,3504.8160325514255,3470.2327526854187,3456.1031109653545,3445.3921162828306,3445.9742015174065,3606.9004971823438,1973.5445031156266,1947.4036866514734,1922.2748443644773,1904.0538184996128,1898.0943240114707,1874.8039410587255,1852.3503892659912,16.368185673972118,16.478078161124696,16.650647336174245,16.779978850187227,16.960905802762717,17.683017364805274,22.37065069247809,10.733333333333334,0.06619647129157125,10.673333333333334,-0.18421876690071692,8.493333333333334,-0.0023138638388084656
10894.0,-28.12156425,83.25128932,3586.8314039769116,3545.90427279111,3510.3298960809498,3495.6058376392925,3484.1795610094423,3482.4961853871073,3635.3795351391254,1992.6428916562074,1966.249105234289,1940.8770860679197,1922.4797316576253,1916.4625659383255,1892.9467972482998,1870.2759579023448,16.808046082374748,16.91438456164271,17.081401338350762,17.20659455470951,17.38176525879697,18.08128596258264,22.680240281543846,10.753333333333334,0.10999388939710206,10.693333333333333,-0.01335419804719177,8.513333333333334,0.00028396284782895105
10894.5,-26.98387463,82.35843196,3661.4850323730157,3619.055476116564,3581.747880798426,3565.987974885179,3553.3184160977225,3547.7106808256917,3686.6145250362156,2026.9051010907003,2000.057490533036,1974.249215859925,1955.5355308052965,1949.41490380202,1925.494796635068,1902.4341468273494,17.601670170957995,17.701743494467777,17.85896874802399,17.97686136682151,18.141873143900742,18.801478549188538,23.243357198128184,10.773333333333333,0.040624097936054177,10.713333333333333,0.041398843358271556,8.533333333333333,-0.010403443113103742
10895.0,-25.8948098,83.32287314,3580.8901141206775,3540.0836784580533,3504.6489230033467,3490.0085125910455,3478.682813759741,3477.317663796337,3631.3320422090956,1989.9309226283249,1963.573057911999,1938.23556983519,1919.8632540585438,1913.8542776475915,1890.3705137069473,1867.7305291691468,16.745476073460026,16.852316559682084,17.020117704585978,17.14589559313642,17.321879657569788,18.024593584553084,22.636092566303457,10.793333333333333,0.012980825668536979,10.733333333333334,-0.0060241882193083,8.553333333333335,0.029656772802557622
10895.5,-25.03227987,83.67476071,3551.776743606265,3511.5641800265807,3476.8172439780756,3462.5893456747704,3451.7600264412486,3451.966982427756,3611.5629252339922,1976.6737951306868,1950.4915292600976,1925.3228421733554,1907.0729246819506,1901.103980699011,1877.7766680447635,1855.2875134469116,16.44013373548275,16.54944091284151,16.72109576099972,16.849745889594832,17.029725166955654,17.748118772142814,22.42116872700338,10.813333333333334,0.0021971833883215864,10.753333333333334,0.010873830885317296,8.573333333333334,-0.004771107715283678
10896.0,-24.47427231,84.04743548,3521.1084642638107,3481.525928339451,3447.510175394166,3433.721578550262,3423.421552144877,3425.307645459034,3590.8538506368286,1962.766652926744,1936.7685957483432,1911.7769861901563,1893.6554683357517,1887.728519624355,1864.565329272491,1842.2344000084345,16.12075400981465,16.23267127634561,16.408403113934263,16.54009130906393,16.724295612685985,17.459261182288568,22.197278764362256,10.833333333333334,-0.006804253491846873,10.773333333333333,-0.03415162883143264,8.593333333333334,0.006508743019916777
10896.5,-24.15630353,90.44477435,3017.4365790164775,2988.92690346843,2967.997244856764,2962.192128495572,2961.6126984012994,2994.7131472257297,3268.276535631289,1743.612573690383,1720.51734771424,1698.316193747497,1682.2180466049524,1676.9528754846872,1656.3759873028596,1636.5384335167585,11.213983159510036,11.36985256904407,11.614130861308627,11.796812799398715,12.051812431688031,13.063087782941565,18.87047297259021,10.853333333333333,-1.482248102762976e-05,10.793333333333333,-7.439638599299954e-05,8.613333333333333,0.00784847366046087
10897.0,-23.93772854,95.41914781,2647.911099037517,2628.5900468926548,2618.8240916587706,2619.977206032424,2627.9832610927883,2688.9521588214243,3053.890613910618,1595.4461711078018,1574.3135006909333,1553.9989270150586,1539.2687469234213,1534.450992549079,1515.6226599490642,1497.4708355645953,8.030854162949943,8.219099731629203,8.513753202631046,8.733817412195306,9.040582934089796,10.252413217267248,16.819032315022554,10.873333333333333,-8.061350831844068e-12,10.813333333333334,-4.046115746392367e-11,8.633333333333335,-0.0017043440903434612
10897.5,-23.69858599,95.73557868,2624.8342324861087,2606.124270174182,2597.109461918797,2598.734610063014,2607.32563448022,2670.1951986676445,3041.169627706171,1586.5939823882422,1565.5785646810332,1545.3767045790746,1530.728253558844,1525.937230058723,1507.2133647584944,1489.1622541291902,7.844105364374959,8.034344686173563,8.332097307566537,8.554458953034576,8.864402537868715,10.088508125256123,16.701134916220447,10.893333333333334,0.0,10.833333333333334,1.1385188492184595e-08,8.653333333333334,-0.0012250227804001055
10898.0,-23.39692994,95.85893529,2615.8484102904604,2597.3777243106347,2588.657309594121,2590.467575682022,2599.2880767960105,2662.9031895817793,3036.238160220528,1583.1605190897421,1562.1905797255758,1542.0324373900978,1527.4156863003575,1522.6350307983078,1503.951684814948,1485.9396376300606,7.771775852029137,7.962790179013483,8.261747401199946,8.48500195931862,8.796180616372043,10.025055558383315,16.655543575851674,10.913333333333334,0.0,10.853333333333333,0.0015986670173960978,8.673333333333334,0.0023546646900275484
10898.5,-23.06121924,96.36573555,2578.9884003501097,2561.5071750173693,2554.0057754717836,2556.5832485831615,2566.355189490081,2633.0609425937937,3016.138459971024,1569.1560823032526,1548.3716403581418,1528.391814388355,1513.904361221467,1509.1659947905316,1490.6479193117284,1472.7952044075255,7.477359796029026,7.671544938014554,7.975430073212448,8.202337039975692,8.518567101231707,9.766942021973074,16.47037459567323,10.933333333333334,0.0,10.873333333333333,-0.010788529394373839,8.693333333333333,-0.0015230859501737248
10899.0,-22.74878164,97.77692402,2476.768203860137,2462.101000163224,2458.080413666022,2462.8542354726246,2475.353016798155,2550.9095340302347,2961.4991337052006,1531.0030427400932,1510.7239613800593,1491.2299322658484,1477.0947323770627,1472.4715763346558,1454.403756171015,1436.9851187596323,6.68017309518561,6.88307410584773,7.200500670950452,7.437440696926417,7.767542000689055,9.069410911020524,15.972270735864193,10.953333333333333,0.0,10.893333333333334,0.035375103719200836,8.713333333333333,0.0035170775076454252
